pesticide_category,product_name,product_key,raw_composition,parsed_component_count,parsed_substances,warning_codes,severity,automatic_fix_applied,requires_manual_review,notes
herbicides,Нексус,нексус-021-03-3459-1,(240 г/л фомесафен),1,"[{""name"": ""фомесафен"", ""concentration"": 240.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Фирман,фирман-197-549-03-3135-1,(250 г/л фомесафен),1,"[{""name"": ""фомесафен"", ""concentration"": 250.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Фомесан,фомесан-647-03-3448-1,(250 г/л фомесафен),1,"[{""name"": ""фомесафен"", ""concentration"": 250.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Фомесофт,фомесофт-050-360-03-3055-1,(250 г/л фомесафен),1,"[{""name"": ""фомесафен"", ""concentration"": 250.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Фомаз,фомаз-583-03-3304-1,(250 г/л фомесафен),1,"[{""name"": ""фомесафен"", ""concentration"": 250.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Фомфлаг,фомфлаг-699-03-4236-1,(250 г/л фомесафен),1,"[{""name"": ""фомесафен"", ""concentration"": 250.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Сиквел,сиквел-010-03-4389-1,(250 г/л фомесафен),1,"[{""name"": ""фомесафен"", ""concentration"": 250.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,МарафонСоя,марафонсоя-402-03-4797-1,(250 г/л фомесафен),1,"[{""name"": ""фомесафен"", ""concentration"": 250.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Фомезафикс,фомезафикс-002-03-4762-1,(250 г/л фомесафен),1,"[{""name"": ""фомесафен"", ""concentration"": 250.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Фомус,фомус-570-03-4758-1,(250 г/л фомесафен),1,"[{""name"": ""фомесафен"", ""concentration"": 250.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Флекс,флекс-041-03-3000-1,(250 г/л Фомесафен (натриевая соль),1,"[{""name"": ""Фомесафен ( натриевая соль"", ""concentration"": 250.0, ""unit"": ""г/л"", ""is_antidote"": false}]",malformed_delimiters,warning,no,yes,
herbicides,Мисо,мисо-126-03-9662-0,(222 г/л фомесафен + 75 г/л кломазон),2,"[{""name"": ""фомесафен"", ""concentration"": 222.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""кломазон"", ""concentration"": 75.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,МайсТер Пауэр,майстер-пауэр-019-03-4081-1,"(31,5 г/л Форамсульфурон + 1 г/л йодосульфурон-метил-нат рий + 10 г/л тиенкарбазон-метил + 15 г/л антидот ципросульфамид)",4,"[{""name"": ""Форамсульфурон"", ""concentration"": 31.5, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""йодосульфурон - метил - нат рий"", ""concentration"": 1.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""тиенкарбазон - метил"", ""concentration"": 10.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""ципросульфамид"", ""concentration"": 15.0, ""unit"": ""г/л"", ""is_antidote"": true}]",,clean,no,no,clean
herbicides,Фориндо Микс,фориндо-микс-699-03-4057-1,"(31,5 г/л Форамсульфурон + 1 г/л йодосульфурон-метил-нат рий + 10 г/л тиенкарбазон-метил + 15 г/л антидот ципросульфамид)",4,"[{""name"": ""Форамсульфурон"", ""concentration"": 31.5, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""йодосульфурон - метил - нат рий"", ""concentration"": 1.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""тиенкарбазон - метил"", ""concentration"": 10.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""ципросульфамид"", ""concentration"": 15.0, ""unit"": ""г/л"", ""is_antidote"": true}]",,clean,no,no,clean
herbicides,Конвизо 1,конвизо-1-019-03-2832-1,(50 г/л Форамсульфурон + 30 г/л тиенкарбазон-метил),2,"[{""name"": ""Форамсульфурон"", ""concentration"": 50.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""тиенкарбазон - метил"", ""concentration"": 30.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Химера,химера-590-297-03-2507-1,(125 г/л хизалофоп-П-этил),1,"[{""name"": ""хизалофоп-П-этил"", ""concentration"": 125.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Гал-Визия,гал-визия-742-03-4364-1,(50 г/л хизалофоп-П-этил),1,"[{""name"": ""хизалофоп-П-этил"", ""concentration"": 50.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Тарга Супер,тарга-супер-234-03-2005-1,"(51,6 г/л хизалофоп-П-этил)",1,"[{""name"": ""хизалофоп-П-этил"", ""concentration"": 51.6, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Таргет Супер,таргет-супер-178-03-2629-1,"(51,6 г/л хизалофоп-П-этил)",1,"[{""name"": ""хизалофоп-П-этил"", ""concentration"": 51.6, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Отличник,отличник-012-03-4554-1,(60 г/л хизалофоп-П-этил),1,"[{""name"": ""хизалофоп-П-этил"", ""concentration"": 60.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Хантер,хантер-184-026-03-4156-1,"(51,6 г/л хизалофоп-П-этил)",1,"[{""name"": ""хизалофоп-П-этил"", ""concentration"": 51.6, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Миура,миура-021-03-2604-1,(125 г/л хизалофоп-П-этил),1,"[{""name"": ""хизалофоп-П-этил"", ""concentration"": 125.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Форвард,форвард-018-03-2458-1,(60 г/л хизалофоп-П-этил),1,"[{""name"": ""хизалофоп-П-этил"", ""concentration"": 60.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Норвел,норвел-063-03-4588-1,(50 г/л хизалофоп-П-этил),1,"[{""name"": ""хизалофоп-П-этил"", ""concentration"": 50.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Ранголи-Таргон-С,ранголи-таргон-с-134-03-1909-1,(50 г/л хизалофоп-П-этил),1,"[{""name"": ""хизалофоп-П-этил"", ""concentration"": 50.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Софт,софт-971-03-4951-0,(125 г/л г/л хизалофоп-П-этил),1,"[{""name"": ""г/л хизалофоп - П - этил"", ""concentration"": 125.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Гермес,гермес-018-03-4499-1,(50 г/л хизалофоп-П-этил + 38 г/л Имазамокс),2,"[{""name"": ""хизалофоп-П-этил"", ""concentration"": 50.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Имазамокс"", ""concentration"": 38.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Пирамин Турбо,пирамин-турбо-014-03-1636-1,(520 г/л хлоридазон),1,"[{""name"": ""хлоридазон"", ""concentration"": 520.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Ристайл,ристайл-018-03-3284-1,(190 г/л Цигалофоп-бутил + 50 г/л Биспирибак натрия),2,"[{""name"": ""Цигалофоп - бутил"", ""concentration"": 190.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Биспирибак натрия"", ""concentration"": 50.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Ризотто,ризотто-018-03-4911-1,(300 г/л Цигалофоп-бутил + 18 г/л Биспирибак натрия),2,"[{""name"": ""Цигалофоп - бутил"", ""concentration"": 300.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Биспирибак натрия"", ""concentration"": 18.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Топшот 113,топшот-113-009-03-2935-1,"(100 г/л Цигалофоп-бутил + 13,33 г/л Пеноксулам)",2,"[{""name"": ""Цигалофоп - бутил"", ""concentration"": 100.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Пеноксулам"", ""concentration"": 13.33, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Рисовод,рисовод-050-03-4861-1,(125 г/л Цигалофоп-бутил + 50 г/л Пеноксулам + 35 г/л Бенсульфурон-метил),3,"[{""name"": ""Цигалофоп - бутил"", ""concentration"": 125.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Пеноксулам"", ""concentration"": 50.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Бенсульфурон - метил"", ""concentration"": 35.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Стратос Ультра,стратос-ультра-014-03-1337-1,(100 г/л Циклоксидим),1,"[{""name"": ""Циклоксидим"", ""concentration"": 100.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Сальса,сальса-029-03-1198-1,(750 г/кг Этаметсульфурон-метил),1,"[{""name"": ""Этаметсульфурон - метил"", ""concentration"": 750.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Сальса Про,сальса-про-489-03-2873-1,(750 г/кг Этаметсульфурон-метил),1,"[{""name"": ""Этаметсульфурон - метил"", ""concentration"": 750.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Этамет,этамет-197-03-1680-1,(750 г/кг Этаметсульфурон-метил),1,"[{""name"": ""Этаметсульфурон - метил"", ""concentration"": 750.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Этамастер,этамастер-002-03-1681-1,(750 г/кг Этаметсульфурон-метил),1,"[{""name"": ""Этаметсульфурон - метил"", ""concentration"": 750.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Эсток,эсток-021-03-2543-1,(750 г/кг Этаметсульфурон-метил),1,"[{""name"": ""Этаметсульфурон - метил"", ""concentration"": 750.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Этамастер Супер,этамастер-супер-002-03-1259-1,(150 г/кг Этаметсульфурон-метил + 450 г/кг пиклорам),2,"[{""name"": ""Этаметсульфурон - метил"", ""concentration"": 150.0, ""unit"": ""г/кг"", ""is_antidote"": false}, {""name"": ""пиклорам"", ""concentration"": 450.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Актион,актион-018-03-4688-1,(500 г/л этофумезат),1,"[{""name"": ""этофумезат"", ""concentration"": 500.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Бетарен Макс,бетарен-макс-018-03-4910-0,(126 г/л этофумезат + 80 г/л десмедифама + 64 г/л Фенмедифама),3,"[{""name"": ""этофумезат"", ""concentration"": 126.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""десмедифама"", ""concentration"": 80.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Фенмедифама"", ""concentration"": 64.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Вымпел 3,вымпел-3-050-03-4570-0,(112 г/л этофумезат + 91 г/л фенмедифам + 71 г/л Десмедифам),3,"[{""name"": ""этофумезат"", ""concentration"": 112.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""фенмедифам"", ""concentration"": 91.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Десмедифам"", ""concentration"": 71.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Вымпел 3,вымпел-3-050-03-4664-1,(112 г/л этофумезат + 91 г/л фенмедифам + 71 г/л Десмедифам),3,"[{""name"": ""этофумезат"", ""concentration"": 112.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""фенмедифам"", ""concentration"": 91.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Десмедифам"", ""concentration"": 71.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Бетанал Прогресс ОФ,бетанал-прогресс-оф-019-03-903-1,(112 г/л этофумезат + 91 г/л фенмедифам + 71 г/л Десмедифам),3,"[{""name"": ""этофумезат"", ""concentration"": 112.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""фенмедифам"", ""concentration"": 91.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Десмедифам"", ""concentration"": 71.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Бетанал Эксперт ОФ,бетанал-эксперт-оф-019-03-902-1,(112 г/л этофумезат + 91 г/л фенмедифам + 71 г/л Десмедифам),3,"[{""name"": ""этофумезат"", ""concentration"": 112.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""фенмедифам"", ""concentration"": 91.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Десмедифам"", ""concentration"": 71.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Бетарен Экспресс АМ,бетарен-экспресс-ам-018-03-1918-1,(60 г/л этофумезат + 60 г/л фенмедифам + 60 г/л Десмедифам),3,"[{""name"": ""этофумезат"", ""concentration"": 60.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""фенмедифам"", ""concentration"": 60.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Десмедифам"", ""concentration"": 60.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Эксперт Трио ОФ,эксперт-трио-оф-192-03-2174-1,(112 г/л этофумезат + 91 г/л фенмедифам + 71 г/л Десмедифам),3,"[{""name"": ""этофумезат"", ""concentration"": 112.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""фенмедифам"", ""concentration"": 91.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Десмедифам"", ""concentration"": 71.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Бифор Прогресс,бифор-прогресс-178-03-2618-1,(112 г/л этофумезат + 91 г/л фенмедифам + 71 г/л Десмедифам),3,"[{""name"": ""этофумезат"", ""concentration"": 112.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""фенмедифам"", ""concentration"": 91.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Десмедифам"", ""concentration"": 71.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Бетакем,бетакем-097-03-2932-1,(112 г/л этофумезат + 91 г/л фенмедифам + 71 г/л Десмедифам),3,"[{""name"": ""этофумезат"", ""concentration"": 112.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""фенмедифам"", ""concentration"": 91.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Десмедифам"", ""concentration"": 71.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Бельведер Форте,бельведер-форте-156-03-2255-1,(200 г/л этофумезат + 100 г/л фенмедифам + 100 г/л Десмедифам),3,"[{""name"": ""этофумезат"", ""concentration"": 200.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""фенмедифам"", ""concentration"": 100.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Десмедифам"", ""concentration"": 100.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Бицепс Гарант,бицепс-гарант-021-03-1721-1,(110 г/л этофумезат + 90 г/л фенмедифам + 70 г/л Десмедифам),3,"[{""name"": ""этофумезат"", ""concentration"": 110.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""фенмедифам"", ""concentration"": 90.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Десмедифам"", ""concentration"": 70.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Горизонт,горизонт-064-03-602-1,(112 г/л этофумезат + 91 г/л фенмедифам + 71 г/л Десмедифам),3,"[{""name"": ""этофумезат"", ""concentration"": 112.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""фенмедифам"", ""concentration"": 91.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Десмедифам"", ""concentration"": 71.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Секира Элит,секира-элит-010-03-3229-1,(112 г/л этофумезат + 91 г/л фенмедифам + 71 г/л Десмедифам),3,"[{""name"": ""этофумезат"", ""concentration"": 112.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""фенмедифам"", ""concentration"": 91.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Десмедифам"", ""concentration"": 71.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Синбетан Эксперт ОФ,синбетан-эксперт-оф-004-549-03-4098-1,(112 г/л этофумезат + 91 г/л фенмедифам + 71 г/л Десмедифам),3,"[{""name"": ""этофумезат"", ""concentration"": 112.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""фенмедифам"", ""concentration"": 91.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Десмедифам"", ""concentration"": 71.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Тринити,тринити-913-03-4470-1,(112 г/л этофумезат + 91 г/л фенмедифам + 71 г/л Десмедифам),3,"[{""name"": ""этофумезат"", ""concentration"": 112.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""фенмедифам"", ""concentration"": 91.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Десмедифам"", ""concentration"": 71.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Битатрин,битатрин-446-03-1544-1,(112 г/л этофумезат + 91 г/л фенмедифам + 71 г/л Десмедифам),3,"[{""name"": ""этофумезат"", ""concentration"": 112.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""фенмедифам"", ""concentration"": 91.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Десмедифам"", ""concentration"": 71.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Комрад,комрад-201-03-4150-1,(112 г/л этофумезат + 91 г/л фенмедифам + 71 г/л Десмедифам),3,"[{""name"": ""этофумезат"", ""concentration"": 112.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""фенмедифам"", ""concentration"": 91.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Десмедифам"", ""concentration"": 71.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Бифор Супер,бифор-супер-178-03-1752-1,(80 г/л этофумезат + 65 г/л фенмедифам + 50 г/л Десмедифам),3,"[{""name"": ""этофумезат"", ""concentration"": 80.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""фенмедифам"", ""concentration"": 65.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Десмедифам"", ""concentration"": 50.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Триумф,триумф-607-03-3938-1,(112 г/л этофумезат + 91 г/л фенмедифам + 71 г/л Десмедифам),3,"[{""name"": ""этофумезат"", ""concentration"": 112.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""фенмедифам"", ""concentration"": 91.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Десмедифам"", ""concentration"": 71.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Беташанс Трио,беташанс-трио-126-03-4002-1,(112 г/л этофумезат + 91 г/л фенмедифам + 71 г/л Десмедифам),3,"[{""name"": ""этофумезат"", ""concentration"": 112.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""фенмедифам"", ""concentration"": 91.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Десмедифам"", ""concentration"": 71.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Гуд-Харвест Свекольный Гербицид,гуд-харвест-свекольный-гербицид-563-03-2342-1,(112 / этофумезат + 91 / фенмедифам + 71 / Десмедифам),0,[],,clean,no,no,clean
herbicides,Эксперт Квадро ОФ,эксперт-квадро-оф-192-03-4839-1,(110 г/л этофумезат + 90 г/л фенмедифам + 70 г/л Десмедифам + 40 г/л Ленацил),4,"[{""name"": ""этофумезат"", ""concentration"": 110.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""фенмедифам"", ""concentration"": 90.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Десмедифам"", ""concentration"": 70.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Ленацил"", ""concentration"": 40.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Бетанал максПро,бетанал-макспро-019-03-3931-1,(75 г/л этофумезат + 60 г/л фенмедифам + 47 г/л Десмедифам + 27 г/л Ленацил),4,"[{""name"": ""этофумезат"", ""concentration"": 75.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""фенмедифам"", ""concentration"": 60.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Десмедифам"", ""concentration"": 47.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Ленацил"", ""concentration"": 27.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Эксперт Квадро ОФ,эксперт-квадро-оф-192-03-600-1,(110 г/л этофумезат + 90 г/л фенмедифам + 70 г/л Десмедифам + 40 г/л Ленацил),4,"[{""name"": ""этофумезат"", ""concentration"": 110.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""фенмедифам"", ""concentration"": 90.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Десмедифам"", ""concentration"": 70.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Ленацил"", ""concentration"": 40.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Октапон-супер,октапон-супер-068-116-03-655-1,"(470 г/л 2,4-Д (2-этилгексиловый эфир и диметилалкиламинная соль))",1,"[{""name"": ""2,4 - Д ( 2 - этилгексиловый эфир и диметилалкиламинная соль"", ""concentration"": 470.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Зерномакс,зерномакс-021-03-2166-1,"(500 г/л 2,4-Д (2-этилгексиловый эфир))",1,"[{""name"": ""2,4 - Д ( 2 - этилгексиловый эфир"", ""concentration"": 500.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Бетанал Эксперт ОФ,бетанал-эксперт-оф-019-03-9649-0,(112 г/л этофумезат + 91 г/л фенмедифам + 71 г/л десмедифама),3,"[{""name"": ""этофумезат"", ""concentration"": 112.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""фенмедифам"", ""concentration"": 91.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""десмедифама"", ""concentration"": 71.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
fungicides,Абакус Прайм,абакус-прайм-014-02-2929-1,"85 г/л Пираклостробин + 62,5 г/л эпоксиконазол",2,"[{""name"": ""Пираклостробин"", ""concentration"": 85.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""эпоксиконазол"", ""concentration"": 62.5, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
fungicides,Абакус Ультра,абакус-ультра-014-02-3672-1,"62,5 г/л Пираклостробин + 62,5 г/л эпоксиконазол",2,"[{""name"": ""Пираклостробин"", ""concentration"": 62.5, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""эпоксиконазол"", ""concentration"": 62.5, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
fungicides,Абига-Пик,абига-пик-407-02-1316-1,400 г/л Хлорокись меди,1,"[{""name"": ""Хлорокись меди"", ""concentration"": 400.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
fungicides,Абруста,абруста-029-02-1475-1,150 г/л Пентиопирад + 60 г/л Ципроконазол,2,"[{""name"": ""Пентиопирад"", ""concentration"": 150.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Ципроконазол"", ""concentration"": 60.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
fungicides,Аваксс,аваксс-082-02-4873-0,250 г/л г/л Пропиконазол + 80 г/л г/л Ципроконазол,2,"[{""name"": ""г/л Пропиконазол"", ""concentration"": 250.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""г/л Ципроконазол"", ""concentration"": 80.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
fungicides,Аваксс,аваксс-082-02-672-1,80 г/л Ципроконазол + 250 г/л Пропиконазол,2,"[{""name"": ""Ципроконазол"", ""concentration"": 80.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Пропиконазол"", ""concentration"": 250.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
fungicides,Авиаль,авиаль-010-02-3575-1,125 г/л Тебуконазол + 100 г/л Триадимефон,2,"[{""name"": ""Тебуконазол"", ""concentration"": 125.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Триадимефон"", ""concentration"": 100.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
fungicides,АгроКлимат,агроклимат-197-02-4752-0,250 г/л Дифеноконазол,1,"[{""name"": ""Дифеноконазол"", ""concentration"": 250.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
fungicides,АгроШлем,агрошлем-197-02-4740-1,750 г/кг Ципродинил,1,"[{""name"": ""Ципродинил"", ""concentration"": 750.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
fungicides,Адванс,адванс-192-02-1114-1,800 г/кг Флутриафол,1,"[{""name"": ""Флутриафол"", ""concentration"": 800.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
fungicides,Азоксит,азоксит-082-02-4056-1,200 г/л Азоксистробин + 160 г/л Тебуконазол,2,"[{""name"": ""Азоксистробин"", ""concentration"": 200.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Тебуконазол"", ""concentration"": 160.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
fungicides,Азорит,азорит-046-02-2680-1,046-02-2680-1 28.11.2017 046-02-2680-1/323 27.11.2027,0,[],,clean,no,no,clean
