row_number / record_id,product_name,clean_product_name_candidate,registration_number,manufacturer,active_substances_raw,composition_found_in_product_name,composition_found_in_active_substances_raw,parsed_from_active_substances_raw_count,parsed_from_product_name_count,final_selected_composition_source,final_parsed_substance_count,parsed_substances_summary,repeated_fragment_warning,duplicated_substance_warning,empty_composition_warning,product_name_contains_composition_warning,inconsistent_duplicate_rows_warning,unresolved_concentration_warning,safe_auto_fix_possible,manual_review_required,suggested_action,notes
852,Виталон,Виталон,,"ЗАО «Химсервис» ОГРН 1020203088740, ООО «Интер Групп» ОГРН 1084312000420",(400 г/л Тирам + 14 г/л Тебуконазол),,(400 г/л Тирам + 14 г/л Тебуконазол),2,0,active_substances_raw,2,"Тирам — 400,0 г/л; Тебуконазол — 14,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
853,Тир,Тир,050-02-2833-1,ЗАО «ФМРус» ОГРН 1097746208207,(400 г/л Тирам + 25 г/л Тебуконазол),,(400 г/л Тирам + 25 г/л Тебуконазол),2,0,active_substances_raw,2,"Тирам — 400,0 г/л; Тебуконазол — 25,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
854,Тир,Тир,050-02-2833-1,ЗАО «ФМРус» ОГРН 1097746208207,(400 г/л Тирам + 25 г/л Тебуконазол),,(400 г/л Тирам + 25 г/л Тебуконазол),2,0,active_substances_raw,2,"Тирам — 400,0 г/л; Тебуконазол — 25,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
855,Тир,Тир,050-02-2833-1,ЗАО «ФМРус» ОГРН 1097746208207,(400 г/л Тирам + 25 г/л Тебуконазол),,(400 г/л Тирам + 25 г/л Тебуконазол),2,0,active_substances_raw,2,"Тирам — 400,0 г/л; Тебуконазол — 25,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
856,Тир,Тир,050-02-2833-1,ЗАО «ФМРус» ОГРН 1097746208207,(400 г/л Тирам + 25 г/л Тебуконазол),,(400 г/л Тирам + 25 г/л Тебуконазол),2,0,active_substances_raw,2,"Тирам — 400,0 г/л; Тебуконазол — 25,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
857,Тир,Тир,050-02-2833-1,ЗАО «ФМРус» ОГРН 1097746208207,(400 г/л Тирам + 25 г/л Тебуконазол),,(400 г/л Тирам + 25 г/л Тебуконазол),2,0,active_substances_raw,2,"Тирам — 400,0 г/л; Тебуконазол — 25,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
858,Тир,Тир,050-02-2833-1,ЗАО «ФМРус» ОГРН 1097746208207,(400 г/л Тирам + 25 г/л Тебуконазол),,(400 г/л Тирам + 25 г/л Тебуконазол),2,0,active_substances_raw,2,"Тирам — 400,0 г/л; Тебуконазол — 25,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
859,Гераклион,Гераклион,018-02-3019-1,АО «Щелково Агрохим» ОГРН 1025006519427,(400 г/л Тирам + 25 г/л Тебуконазол + 15 г/л Азоксистробин),,(400 г/л Тирам + 25 г/л Тебуконазол + 15 г/л Азоксистробин),3,0,active_substances_raw,3,"Тирам — 400,0 г/л; Тебуконазол — 25,0 г/л; Азоксистробин — 15,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
860,Гераклион,Гераклион,018-02-3019-1,АО «Щелково Агрохим» ОГРН 1025006519427,(400 г/л Тирам + 25 г/л Тебуконазол + 15 г/л Азоксистробин),,(400 г/л Тирам + 25 г/л Тебуконазол + 15 г/л Азоксистробин),3,0,active_substances_raw,3,"Тирам — 400,0 г/л; Тебуконазол — 25,0 г/л; Азоксистробин — 15,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
861,Гераклион,Гераклион,018-02-3019-1,АО «Щелково Агрохим» ОГРН 1025006519427,(400 г/л Тирам + 25 г/л Тебуконазол + 15 г/л Азоксистробин),,(400 г/л Тирам + 25 г/л Тебуконазол + 15 г/л Азоксистробин),3,0,active_substances_raw,3,"Тирам — 400,0 г/л; Тебуконазол — 25,0 г/л; Азоксистробин — 15,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
862,Гераклион,Гераклион,018-02-3019-1,АО «Щелково Агрохим» ОГРН 1025006519427,(400 г/л Тирам + 25 г/л Тебуконазол + 15 г/л Азоксистробин),,(400 г/л Тирам + 25 г/л Тебуконазол + 15 г/л Азоксистробин),3,0,active_substances_raw,3,"Тирам — 400,0 г/л; Тебуконазол — 25,0 г/л; Азоксистробин — 15,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
863,Гераклион,Гераклион,018-02-3019-1,АО «Щелково Агрохим» ОГРН 1025006519427,(400 г/л Тирам + 25 г/л Тебуконазол + 15 г/л Азоксистробин),,(400 г/л Тирам + 25 г/л Тебуконазол + 15 г/л Азоксистробин),3,0,active_substances_raw,3,"Тирам — 400,0 г/л; Тебуконазол — 25,0 г/л; Азоксистробин — 15,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
864,Гераклион,Гераклион,018-02-3019-1,АО «Щелково Агрохим» ОГРН 1025006519427,(400 г/л Тирам + 25 г/л Тебуконазол + 15 г/л Азоксистробин),,(400 г/л Тирам + 25 г/л Тебуконазол + 15 г/л Азоксистробин),3,0,active_substances_raw,3,"Тирам — 400,0 г/л; Тебуконазол — 25,0 г/л; Азоксистробин — 15,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
865,Тридим,Тридим,010-02-3265-1,ООО «ЛИСТЕРРА» ОГРН 1057749556930,(250 г/л Тирам + 80 г/л тритиконазол + 40 г/л Пираклостробин),,(250 г/л Тирам + 80 г/л тритиконазол + 40 г/л Пираклостробин),3,0,active_substances_raw,3,"Тирам — 250,0 г/л; тритиконазол — 80,0 г/л; Пираклостробин — 40,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
866,Тридим,Тридим,010-02-3265-1,ООО «ЛИСТЕРРА» ОГРН 1057749556930,(250 г/л Тирам + 80 г/л тритиконазол + 40 г/л Пираклостробин),,(250 г/л Тирам + 80 г/л тритиконазол + 40 г/л Пираклостробин),3,0,active_substances_raw,3,"Тирам — 250,0 г/л; тритиконазол — 80,0 г/л; Пираклостробин — 40,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
867,Тридим,Тридим,010-02-3265-1,ООО «ЛИСТЕРРА» ОГРН 1057749556930,(250 г/л Тирам + 80 г/л тритиконазол + 40 г/л Пираклостробин),,(250 г/л Тирам + 80 г/л тритиконазол + 40 г/л Пираклостробин),3,0,active_substances_raw,3,"Тирам — 250,0 г/л; тритиконазол — 80,0 г/л; Пираклостробин — 40,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
868,Тридим,Тридим,010-02-3265-1,ООО «ЛИСТЕРРА» ОГРН 1057749556930,(250 г/л Тирам + 80 г/л тритиконазол + 40 г/л Пираклостробин),,(250 г/л Тирам + 80 г/л тритиконазол + 40 г/л Пираклостробин),3,0,active_substances_raw,3,"Тирам — 250,0 г/л; тритиконазол — 80,0 г/л; Пираклостробин — 40,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
869,Премис Двести,Премис Двести,,ОГРН -,(200 г/л тритиконазол) БАСФ Агро Б.В.,,(200 г/л тритиконазол) БАСФ Агро Б.В.,1,0,active_substances_raw,1,"тритиконазол) БАСФ Агро Б.В. — 200,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
870,Премис Двести,Премис Двести,,ОГРН -,(200 г/л тритиконазол) БАСФ Агро Б.В.,,(200 г/л тритиконазол) БАСФ Агро Б.В.,1,0,active_substances_raw,1,"тритиконазол) БАСФ Агро Б.В. — 200,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
871,Премис Двести,Премис Двести,,ОГРН -,(200 г/л тритиконазол) БАСФ Агро Б.В.,,(200 г/л тритиконазол) БАСФ Агро Б.В.,1,0,active_substances_raw,1,"тритиконазол) БАСФ Агро Б.В. — 200,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
872,Премис Двести,Премис Двести,,ОГРН -,(200 г/л тритиконазол) БАСФ Агро Б.В.,,(200 г/л тритиконазол) БАСФ Агро Б.В.,1,0,active_substances_raw,1,"тритиконазол) БАСФ Агро Б.В. — 200,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
873,Премис Двести,Премис Двести,,ОГРН -,(200 г/л тритиконазол) БАСФ Агро Б.В.,,(200 г/л тритиконазол) БАСФ Агро Б.В.,1,0,active_substances_raw,1,"тритиконазол) БАСФ Агро Б.В. — 200,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
874,Премис Двести,Премис Двести,,ОГРН -,(200 г/л тритиконазол) БАСФ Агро Б.В.,,(200 г/л тритиконазол) БАСФ Агро Б.В.,1,0,active_substances_raw,1,"тритиконазол) БАСФ Агро Б.В. — 200,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
875,Премис Двести,Премис Двести,,ОГРН -,(200 г/л тритиконазол) БАСФ Агро Б.В.,,(200 г/л тритиконазол) БАСФ Агро Б.В.,1,0,active_substances_raw,1,"тритиконазол) БАСФ Агро Б.В. — 200,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
876,Премис Двести,Премис Двести,,ОГРН -,(200 г/л тритиконазол) БАСФ Агро Б.В.,,(200 г/л тритиконазол) БАСФ Агро Б.В.,1,0,active_substances_raw,1,"тритиконазол) БАСФ Агро Б.В. — 200,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
877,Премис Двести,Премис Двести,,ОГРН -,(200 г/л тритиконазол) БАСФ Агро Б.В.,,(200 г/л тритиконазол) БАСФ Агро Б.В.,1,0,active_substances_raw,1,"тритиконазол) БАСФ Агро Б.В. — 200,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
878,Алиос,Алиос,,ОГРН -,(300 г/л тритиконазол) БАСФ Агро Б.В.,,(300 г/л тритиконазол) БАСФ Агро Б.В.,1,0,active_substances_raw,1,"тритиконазол) БАСФ Агро Б.В. — 300,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
879,Иншур Перформ,Иншур Перформ,014-02-2556-1,ОГРН -,(80 г/л тритиконазол + 40 г/л Пираклостробин) «БАСФ СЕ»,,(80 г/л тритиконазол + 40 г/л Пираклостробин) «БАСФ СЕ»,2,0,active_substances_raw,2,"тритиконазол — 80,0 г/л; Пираклостробин) «БАСФ СЕ» — 40,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
880,Иншур Перформ,Иншур Перформ,014-02-2556-1,ОГРН -,(80 г/л тритиконазол + 40 г/л Пираклостробин) «БАСФ СЕ»,,(80 г/л тритиконазол + 40 г/л Пираклостробин) «БАСФ СЕ»,2,0,active_substances_raw,2,"тритиконазол — 80,0 г/л; Пираклостробин) «БАСФ СЕ» — 40,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
881,Иншур Перформ,Иншур Перформ,014-02-2556-1,ОГРН -,(80 г/л тритиконазол + 40 г/л Пираклостробин) «БАСФ СЕ»,,(80 г/л тритиконазол + 40 г/л Пираклостробин) «БАСФ СЕ»,2,0,active_substances_raw,2,"тритиконазол — 80,0 г/л; Пираклостробин) «БАСФ СЕ» — 40,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
882,Иншур Перформ,Иншур Перформ,014-02-2556-1,ОГРН -,(80 г/л тритиконазол + 40 г/л Пираклостробин) «БАСФ СЕ»,,(80 г/л тритиконазол + 40 г/л Пираклостробин) «БАСФ СЕ»,2,0,active_substances_raw,2,"тритиконазол — 80,0 г/л; Пираклостробин) «БАСФ СЕ» — 40,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
883,Иншур Перформ,Иншур Перформ,014-02-2556-1,ОГРН -,(80 г/л тритиконазол + 40 г/л Пираклостробин) «БАСФ СЕ»,,(80 г/л тритиконазол + 40 г/л Пираклостробин) «БАСФ СЕ»,2,0,active_substances_raw,2,"тритиконазол — 80,0 г/л; Пираклостробин) «БАСФ СЕ» — 40,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
884,Хайп,Хайп,178-02-3197-1,ООО «Агро Эксперт Груп» ОГРН 1027708006996,(20 г/л тритиконазол + 60 г/л Прохлораз),,(20 г/л тритиконазол + 60 г/л Прохлораз),2,0,active_substances_raw,2,"тритиконазол — 20,0 г/л; Прохлораз — 60,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
885,Хайп,Хайп,178-02-3197-1,ООО «Агро Эксперт Груп» ОГРН 1027708006996,(20 г/л тритиконазол + 60 г/л Прохлораз),,(20 г/л тритиконазол + 60 г/л Прохлораз),2,0,active_substances_raw,2,"тритиконазол — 20,0 г/л; Прохлораз — 60,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
886,Хайп,Хайп,178-02-3197-1,ООО «Агро Эксперт Груп» ОГРН 1027708006996,(20 г/л тритиконазол + 60 г/л Прохлораз),,(20 г/л тритиконазол + 60 г/л Прохлораз),2,0,active_substances_raw,2,"тритиконазол — 20,0 г/л; Прохлораз — 60,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
887,Хайп,Хайп,178-02-3197-1,ООО «Агро Эксперт Груп» ОГРН 1027708006996,(20 г/л тритиконазол + 60 г/л Прохлораз),,(20 г/л тритиконазол + 60 г/л Прохлораз),2,0,active_substances_raw,2,"тритиконазол — 20,0 г/л; Прохлораз — 60,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
888,Хайп,Хайп,178-02-3197-1,ООО «Агро Эксперт Груп» ОГРН 1027708006996,(20 г/л тритиконазол + 60 г/л Прохлораз),,(20 г/л тритиконазол + 60 г/л Прохлораз),2,0,active_substances_raw,2,"тритиконазол — 20,0 г/л; Прохлораз — 60,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
889,Кинто Дуо,Кинто Дуо,015-02-2337-1,ОГРН -,(20 г/л тритиконазол + 60 г/л Прохлораз) БАСФ Агро Б.В.,,(20 г/л тритиконазол + 60 г/л Прохлораз) БАСФ Агро Б.В.,2,0,active_substances_raw,2,"тритиконазол — 20,0 г/л; Прохлораз) БАСФ Агро Б.В. — 60,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
890,Кинто Дуо,Кинто Дуо,015-02-2337-1,ОГРН -,(20 г/л тритиконазол + 60 г/л Прохлораз) БАСФ Агро Б.В.,,(20 г/л тритиконазол + 60 г/л Прохлораз) БАСФ Агро Б.В.,2,0,active_substances_raw,2,"тритиконазол — 20,0 г/л; Прохлораз) БАСФ Агро Б.В. — 60,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
891,Кинто Дуо,Кинто Дуо,015-02-2337-1,ОГРН -,(20 г/л тритиконазол + 60 г/л Прохлораз) БАСФ Агро Б.В.,,(20 г/л тритиконазол + 60 г/л Прохлораз) БАСФ Агро Б.В.,2,0,active_substances_raw,2,"тритиконазол — 20,0 г/л; Прохлораз) БАСФ Агро Б.В. — 60,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
892,Кинто Дуо,Кинто Дуо,015-02-2337-1,ОГРН -,(20 г/л тритиконазол + 60 г/л Прохлораз) БАСФ Агро Б.В.,,(20 г/л тритиконазол + 60 г/л Прохлораз) БАСФ Агро Б.В.,2,0,active_substances_raw,2,"тритиконазол — 20,0 г/л; Прохлораз) БАСФ Агро Б.В. — 60,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
893,Кинто Дуо,Кинто Дуо,015-02-2337-1,ОГРН -,(20 г/л тритиконазол + 60 г/л Прохлораз) БАСФ Агро Б.В.,,(20 г/л тритиконазол + 60 г/л Прохлораз) БАСФ Агро Б.В.,2,0,active_substances_raw,2,"тритиконазол — 20,0 г/л; Прохлораз) БАСФ Агро Б.В. — 60,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
894,Кинто Дуо,Кинто Дуо,015-02-2337-1,ОГРН -,(20 г/л тритиконазол + 60 г/л Прохлораз) БАСФ Агро Б.В.,,(20 г/л тритиконазол + 60 г/л Прохлораз) БАСФ Агро Б.В.,2,0,active_substances_raw,2,"тритиконазол — 20,0 г/л; Прохлораз) БАСФ Агро Б.В. — 60,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
895,Кинто Дуо,Кинто Дуо,015-02-2337-1,ОГРН -,(20 г/л тритиконазол + 60 г/л Прохлораз) БАСФ Агро Б.В.,,(20 г/л тритиконазол + 60 г/л Прохлораз) БАСФ Агро Б.В.,2,0,active_substances_raw,2,"тритиконазол — 20,0 г/л; Прохлораз) БАСФ Агро Б.В. — 60,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
896,Кинто Дуо,Кинто Дуо,015-02-2337-1,ОГРН -,(20 г/л тритиконазол + 60 г/л Прохлораз) БАСФ Агро Б.В.,,(20 г/л тритиконазол + 60 г/л Прохлораз) БАСФ Агро Б.В.,2,0,active_substances_raw,2,"тритиконазол — 20,0 г/л; Прохлораз) БАСФ Агро Б.В. — 60,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
897,"Фитолавин, ВРК (32 г/л Фитобактериомицин)","Фитолавин, ВРК",831-02-3795-1,ООО АгроЭко ОГРН 1175007003049,,(32 г/л Фитобактериомицин),,0,1,product_name,1,"Фитобактериомицин — 32,0 г/л",,,,yes,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
898,Флудимакс,Флудимакс,097-03-4879-0,ООО «АГРус» ОГРН 5087746677893,(25 г/л г/л флудиоксанил),,(25 г/л г/л флудиоксанил),1,0,active_substances_raw,1,"г/л флудиоксанил — 25,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
899,Флудимакс,Флудимакс,097-03-4879-0,ООО «АГРус» ОГРН 5087746677893,(25 г/л г/л флудиоксанил),,(25 г/л г/л флудиоксанил),1,0,active_substances_raw,1,"г/л флудиоксанил — 25,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
900,Магнат Тотал,Магнат Тотал,192-02-4877-1,ООО ГК «ЗемлякоФФ» ОГРН 1037724060560,(25 г/л флудиоксанил + 50 г/л тритиконазол),,(25 г/л флудиоксанил + 50 г/л тритиконазол),2,0,active_substances_raw,2,"флудиоксанил — 25,0 г/л; тритиконазол — 50,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
901,Магнат Тотал,Магнат Тотал,192-02-4877-1,ООО ГК «ЗемлякоФФ» ОГРН 1037724060560,(25 г/л флудиоксанил + 50 г/л тритиконазол),,(25 г/л флудиоксанил + 50 г/л тритиконазол),2,0,active_substances_raw,2,"флудиоксанил — 25,0 г/л; тритиконазол — 50,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
902,Магнат Тотал,Магнат Тотал,192-02-4877-1,ООО ГК «ЗемлякоФФ» ОГРН 1037724060560,(25 г/л флудиоксанил + 50 г/л тритиконазол),,(25 г/л флудиоксанил + 50 г/л тритиконазол),2,0,active_substances_raw,2,"флудиоксанил — 25,0 г/л; тритиконазол — 50,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
903,Магнат Тотал,Магнат Тотал,192-02-4877-1,ООО ГК «ЗемлякоФФ» ОГРН 1037724060560,(25 г/л флудиоксанил + 50 г/л тритиконазол),,(25 г/л флудиоксанил + 50 г/л тритиконазол),2,0,active_substances_raw,2,"флудиоксанил — 25,0 г/л; тритиконазол — 50,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
904,Протект,Протект,178-02-1365-1,ООО «Агро Эксперт Груп» ОГРН 1027708006996,(25 г/л Флудиоксонил),,(25 г/л Флудиоксонил),1,0,active_substances_raw,1,"Флудиоксонил — 25,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
905,Протект,Протект,178-02-1365-1,ООО «Агро Эксперт Груп» ОГРН 1027708006996,(25 г/л Флудиоксонил),,(25 г/л Флудиоксонил),1,0,active_substances_raw,1,"Флудиоксонил — 25,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
906,Протект,Протект,178-02-1365-1,ООО «Агро Эксперт Груп» ОГРН 1027708006996,(25 г/л Флудиоксонил),,(25 г/л Флудиоксонил),1,0,active_substances_raw,1,"Флудиоксонил — 25,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
907,Протект,Протект,178-02-1365-1,ООО «Агро Эксперт Груп» ОГРН 1027708006996,(25 г/л Флудиоксонил),,(25 г/л Флудиоксонил),1,0,active_substances_raw,1,"Флудиоксонил — 25,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
908,Протект,Протект,178-02-1365-1,ООО «Агро Эксперт Груп» ОГРН 1027708006996,(25 г/л Флудиоксонил),,(25 г/л Флудиоксонил),1,0,active_substances_raw,1,"Флудиоксонил — 25,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
909,Протект,Протект,178-02-1365-1,ООО «Агро Эксперт Груп» ОГРН 1027708006996,(25 г/л Флудиоксонил),,(25 г/л Флудиоксонил),1,0,active_substances_raw,1,"Флудиоксонил — 25,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
910,Максим 480,Максим 480,041-02-1018-1,ООО «Сингента» ОГРН 1037739325271,(480 г/л Флудиоксонил),,(480 г/л Флудиоксонил),1,0,active_substances_raw,1,"Флудиоксонил — 480,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
911,Максим 480,Максим 480,041-02-1018-1,ООО «Сингента» ОГРН 1037739325271,(480 г/л Флудиоксонил),,(480 г/л Флудиоксонил),1,0,active_substances_raw,1,"Флудиоксонил — 480,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
912,Максим 480,Максим 480,041-02-1018-1,ООО «Сингента» ОГРН 1037739325271,(480 г/л Флудиоксонил),,(480 г/л Флудиоксонил),1,0,active_substances_raw,1,"Флудиоксонил — 480,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
913,Максим 480,Максим 480,041-02-1018-1,ООО «Сингента» ОГРН 1037739325271,(480 г/л Флудиоксонил),,(480 г/л Флудиоксонил),1,0,active_substances_raw,1,"Флудиоксонил — 480,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
914,Максим 480,Максим 480,041-02-1018-1,ООО «Сингента» ОГРН 1037739325271,(480 г/л Флудиоксонил),,(480 г/л Флудиоксонил),1,0,active_substances_raw,1,"Флудиоксонил — 480,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
915,Максим 480,Максим 480,041-02-1018-1,ООО «Сингента» ОГРН 1037739325271,(480 г/л Флудиоксонил),,(480 г/л Флудиоксонил),1,0,active_substances_raw,1,"Флудиоксонил — 480,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
916,Максим,Максим,041-02-4335-0,ООО «Сингента» ОГРН 1037739325271,(25 г/л Флудиоксонил),,(25 г/л Флудиоксонил),1,0,active_substances_raw,1,"Флудиоксонил — 25,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
917,Максим,Максим,041-02-4335-0,ООО «Сингента» ОГРН 1037739325271,(25 г/л Флудиоксонил),,(25 г/л Флудиоксонил),1,0,active_substances_raw,1,"Флудиоксонил — 25,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
918,Максим,Максим,041-02-4335-0,ООО «Сингента» ОГРН 1037739325271,(25 г/л Флудиоксонил),,(25 г/л Флудиоксонил),1,0,active_substances_raw,1,"Флудиоксонил — 25,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
919,Максим,Максим,041-02-4335-0,ООО «Сингента» ОГРН 1037739325271,(25 г/л Флудиоксонил),,(25 г/л Флудиоксонил),1,0,active_substances_raw,1,"Флудиоксонил — 25,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
920,Максим Дачник,Максим Дачник,012-02-4653-1,ООО Фирма «Зеленая Аптека Садовода» ОГРН 1037700040564,(25 г/л Флудиоксонил),,(25 г/л Флудиоксонил),1,0,active_substances_raw,1,"Флудиоксонил — 25,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
921,Синклер,Синклер,021-02-2593-1,АО Фирма «Август» ОГРН 1025006038958,(75 г/л Флудиоксонил),,(75 г/л Флудиоксонил),1,0,active_substances_raw,1,"Флудиоксонил — 75,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
922,Синклер,Синклер,021-02-2593-1,АО Фирма «Август» ОГРН 1025006038958,(75 г/л Флудиоксонил),,(75 г/л Флудиоксонил),1,0,active_substances_raw,1,"Флудиоксонил — 75,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
923,Синклер,Синклер,021-02-2593-1,АО Фирма «Август» ОГРН 1025006038958,(75 г/л Флудиоксонил),,(75 г/л Флудиоксонил),1,0,active_substances_raw,1,"Флудиоксонил — 75,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
924,Синклер,Синклер,021-02-2593-1,АО Фирма «Август» ОГРН 1025006038958,(75 г/л Флудиоксонил),,(75 г/л Флудиоксонил),1,0,active_substances_raw,1,"Флудиоксонил — 75,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
925,Синклер,Синклер,021-02-2593-1,АО Фирма «Август» ОГРН 1025006038958,(75 г/л Флудиоксонил),,(75 г/л Флудиоксонил),1,0,active_substances_raw,1,"Флудиоксонил — 75,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
